M-oM-;M-?"project","access","year","month","day","articles__article","articles__views","articles__rank"^M
"lv.wikipedia","all-access","2018","01","all-days","VarM-EM-!","1201","300"^M
"lv.wikipedia","all-access","2018","01","all-days","Nieres","1201","300"^M
"lv.wikipedia","all-access","2018","01","all-days","Daugavpils","1200","302"^M
"lv.wikipedia","all-access","2018","01","all-days","Juris_AlunM-DM-^Ans","1199","303"^M
"lv.wikipedia","all-access","2018","01","all-days","SengrieM-DM-7u_mitoloM-DM-#ija","1196","304"^M
"lv.wikipedia","all-access","2018","01","all-days","Hokejs","1196","304"^M
"lv.wikipedia","all-access","2018","01","all-days","SM-DM-^Srs","1196","304"^M
"lv.wikipedia","all-access","2018","01","all-days","Etanols","1195","307"^M
"lv.wikipedia","all-access","2018","01","all-days","MolotovaM-bM-^@M-^TRibentropa_pakts","1195","307"^M
"lv.wikipedia","all-access","2018","01","all-days","Asins_grupas","1195","307"^M
"lv.wikipedia","all-access","2018","01","all-days","Andrejs_Pumpurs","1195","307"^M
"lv.wikipedia","all-access","2018","01","all-days","Olimpiskie_sporta_veidi","1193","311"^M
"lv.wikipedia","all-access","2018","01","all-days","VulkM-DM-^Ans","1189","312"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_vM-DM-^Sstures_hronoloM-DM-#ija","1183","313"^M
"lv.wikipedia","all-access","2018","01","all-days","AttM-DM-^Sls:Config-date.png","1180","314"^M
"lv.wikipedia","all-access","2018","01","all-days","LM-DM-^AM-DM-^MplM-DM-^Ssis","1176","315"^M
"lv.wikipedia","all-access","2018","01","all-days","Fosfors","1175","316"^M
"lv.wikipedia","all-access","2018","01","all-days","KaM-EM-!M-DM-7is","1174","317"^M
"lv.wikipedia","all-access","2018","01","all-days","CentrM-DM-^AlM-DM-^Azija","1172","318"^M
"lv.wikipedia","all-access","2018","01","all-days","Sporta_veidu_saraksts","1170","319"^M
"lv.wikipedia","all-access","2018","01","all-days","Ventspils","1164","320"^M
"lv.wikipedia","all-access","2018","01","all-days","Everests","1164","320"^M
"lv.wikipedia","all-access","2018","01","all-days","BulgM-DM-^Arija","1163","322"^M
"lv.wikipedia","all-access","2018","01","all-days","Apvienotie_ArM-DM-^Abu_EmirM-DM-^Ati","1162","323"^M
"lv.wikipedia","all-access","2018","01","all-days","Hokejs_2018._gada_ziemas_olimpiskajM-DM-^As_spM-DM-^SlM-DM-^Ss","1158","324"^M
"lv.wikipedia","all-access","2018","01","all-days","Internets","1156","325"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-^Rtika","1154","326"^M
"lv.wikipedia","all-access","2018","01","all-days","Laika_josla","1153","327"^M
"lv.wikipedia","all-access","2018","01","all-days","HorvM-DM-^Atija","1152","328"^M
"lv.wikipedia","all-access","2018","01","all-days","Hanzas_savienM-DM-+ba","1146","329"^M
"lv.wikipedia","all-access","2018","01","all-days","ZiemassvM-DM-^Stku_kaujas","1146","329"^M
"lv.wikipedia","all-access","2018","01","all-days","ViM-EM-^Fas_melo_labM-DM-^Ak","1145","331"^M
"lv.wikipedia","all-access","2018","01","all-days","Augsne","1142","332"^M
"lv.wikipedia","all-access","2018","01","all-days","Dzeja","1138","333"^M
"lv.wikipedia","all-access","2018","01","all-days","Klasicisms","1138","333"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^Ara_ZM-DM-^AlM-DM-+te","1135","335"^M
"lv.wikipedia","all-access","2018","01","all-days","Aknas","1135","335"^M
"lv.wikipedia","all-access","2018","01","all-days","Augusts_Dombrovskis","1133","337"^M
"lv.wikipedia","all-access","2018","01","all-days","Rovans_Atkinsons","1132","338"^M
"lv.wikipedia","all-access","2018","01","all-days","KM-DM-^Arlis_Skalbe","1131","339"^M
"lv.wikipedia","all-access","2018","01","all-days","Eseja","1131","339"^M
"lv.wikipedia","all-access","2018","01","all-days","Futbols","1130","341"^M
"lv.wikipedia","all-access","2018","01","all-days","SeptiM-EM-^Fi_pasaules_brM-DM-+numi","1128","342"^M
"lv.wikipedia","all-access","2018","01","all-days","VikipM-DM-^Sdija:PaziM-EM-^Fojumi_par_kM-DM-<M-EM-+dM-DM-^Am","1127","343"^M
"lv.wikipedia","all-access","2018","01","all-days","Livonijas_karM-EM-!","1126","344"^M
"lv.wikipedia","all-access","2018","01","all-days","Zemes_atmosfM-DM-^Sra","1123","345"^M
"lv.wikipedia","all-access","2018","01","all-days","Maroka","1121","346"^M
"lv.wikipedia","all-access","2018","01","all-days","Hinduisms","1119","347"^M
"lv.wikipedia","all-access","2018","01","all-days","Baltkrievija","1119","347"^M
"lv.wikipedia","all-access","2018","01","all-days","Perimetrs","1117","349"^M
"lv.wikipedia","all-access","2018","01","all-days","LatvieM-EM-!i","1115","350"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:Latvijas_gleznotM-DM-^Aji","1108","351"^M
"lv.wikipedia","all-access","2018","01","all-days","PM-DM-^Arspriedums","1106","352"^M
"lv.wikipedia","all-access","2018","01","all-days","AkmeM-EM-^Fogles","1103","353"^M
"lv.wikipedia","all-access","2018","01","all-days","Frideriks_M-EM- opM-DM-^Sns","1099","354"^M
"lv.wikipedia","all-access","2018","01","all-days","Ekspresionisms","1099","354"^M
"lv.wikipedia","all-access","2018","01","all-days","Par_Latvijas_Republikas_neatkarM-DM-+bas_atjaunoM-EM-!anu","1098","356"^M
"lv.wikipedia","all-access","2018","01","all-days","Purva_bridM-DM-^Sjs","1098","356"^M
"lv.wikipedia","all-access","2018","01","all-days","Oma_likums","1088","358"^M
"lv.wikipedia","all-access","2018","01","all-days","Pasaule","1087","359"^M
"lv.wikipedia","all-access","2018","01","all-days","Asinis","1087","359"^M
"lv.wikipedia","all-access","2018","01","all-days","RundM-DM-^Ales_pils","1086","361"^M
"lv.wikipedia","all-access","2018","01","all-days","Laukums","1086","361"^M
"lv.wikipedia","all-access","2018","01","all-days","SuverM-DM-^Sno_valstu_uzskaitM-DM-+jums","1085","363"^M
"lv.wikipedia","all-access","2018","01","all-days","VaravM-DM-+ksne","1085","363"^M
"lv.wikipedia","all-access","2018","01","all-days","Livonijas_krusta_kari","1083","365"^M
"lv.wikipedia","all-access","2018","01","all-days","YouTube","1081","366"^M
"lv.wikipedia","all-access","2018","01","all-days","BlM-DM-+vums","1077","367"^M
"lv.wikipedia","all-access","2018","01","all-days","Kontinents","1074","368"^M
"lv.wikipedia","all-access","2018","01","all-days","Leonardo_da_VinM-DM-^Mi","1072","369"^M
"lv.wikipedia","all-access","2018","01","all-days","Eiropas_jaunieM-EM-!u_M-EM-!aha_M-DM-^MempionM-DM-^Ats","1071","370"^M
"lv.wikipedia","all-access","2018","01","all-days","Maskava","1069","371"^M
"lv.wikipedia","all-access","2018","01","all-days","JaunzM-DM-^Slande","1069","371"^M
"lv.wikipedia","all-access","2018","01","all-days","RudM-DM-^A_lapsa","1065","373"^M
"lv.wikipedia","all-access","2018","01","all-days","BrM-EM-+nais_lM-DM-^Acis","1065","373"^M
"lv.wikipedia","all-access","2018","01","all-days","KuM-EM-^FM-DM-#is","1060","375"^M
"lv.wikipedia","all-access","2018","01","all-days","SingapM-EM-+ra","1057","376"^M
"lv.wikipedia","all-access","2018","01","all-days","M-EM-*siM-EM-^FM-EM-!","1057","376"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-6M-DM-+nieM-EM-!u_Jaunais_gads","1056","378"^M
"lv.wikipedia","all-access","2018","01","all-days","Donava","1055","379"^M
"lv.wikipedia","all-access","2018","01","all-days","OglekM-DM-<a_dioksM-DM-+ds","1053","380"^M
"lv.wikipedia","all-access","2018","01","all-days","BronhM-DM-+ts","1052","381"^M
"lv.wikipedia","all-access","2018","01","all-days","Diskriminants","1050","382"^M
"lv.wikipedia","all-access","2018","01","all-days","TotalitM-DM-^Arisms","1050","382"^M
"lv.wikipedia","all-access","2018","01","all-days","1905._gada_revolM-EM-+cija","1048","384"^M
"lv.wikipedia","all-access","2018","01","all-days","SanktpM-DM-^Sterburga","1043","385"^M
"lv.wikipedia","all-access","2018","01","all-days","InfekciozM-DM-^A_mononukleoze","1043","385"^M
"lv.wikipedia","all-access","2018","01","all-days","ASV_prezidentu_uzskaitM-DM-+jums","1042","387"^M
"lv.wikipedia","all-access","2018","01","all-days","KanM-DM-^Ariju_Salas","1040","388"^M
"lv.wikipedia","all-access","2018","01","all-days","Telefons","1040","388"^M
"lv.wikipedia","all-access","2018","01","all-days","Andrejs_JurjM-DM-^Ans","1037","390"^M
"lv.wikipedia","all-access","2018","01","all-days","RM-DM-^Szekne","1035","391"^M
"lv.wikipedia","all-access","2018","01","all-days","KvM-DM-^Slspuldze","1033","392"^M
"lv.wikipedia","all-access","2018","01","all-days","SpM-DM-^SM-DM-<u_kM-DM-^Artis","1032","393"^M
"lv.wikipedia","all-access","2018","01","all-days","Kurzemes_un_Zemgales_hercogiste","1031","394"^M
"lv.wikipedia","all-access","2018","01","all-days","SprM-DM-+dM-DM-+tis_(filma)","1031","394"^M
"lv.wikipedia","all-access","2018","01","all-days","Komunisms","1031","394"^M
"lv.wikipedia","all-access","2018","01","all-days","Pirmais_pasaules_karM-EM-!_LatvijM-DM-^A","1030","397"^M
"lv.wikipedia","all-access","2018","01","all-days","Special:Log/block","1029","398"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-^LernobiM-DM-<as_AES_katastrofa","1029","398"^M
"lv.wikipedia","all-access","2018","01","all-days","OsmaM-EM-^Fu_impM-DM-^Srijas_sultM-DM-^Anu_uzskaitM-DM-+jums","1028","400"^M
"lv.wikipedia","all-access","2018","01","all-days","Vaira_VM-DM-+M-DM-7e-Freiberga","1028","400"^M
"lv.wikipedia","all-access","2018","01","all-days","Saules_sistM-DM-^Smas_planM-DM-^Stas","1028","400"^M
"lv.wikipedia","all-access","2018","01","all-days","AlumM-DM-+nijs","1027","403"^M
"lv.wikipedia","all-access","2018","01","all-days","Lielupe","1025","404"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^SrvienM-DM-+ba","1020","405"^M
"lv.wikipedia","all-access","2018","01","all-days","M-EM- ahs","1018","406"^M
"lv.wikipedia","all-access","2018","01","all-days","Dienvidamerika","1018","406"^M
"lv.wikipedia","all-access","2018","01","all-days","SpM-DM-^Sks","1014","408"^M
"lv.wikipedia","all-access","2018","01","all-days","Andrejs_UpM-DM-+ts","1011","409"^M
"lv.wikipedia","all-access","2018","01","all-days","Komats","1010","410"^M
"lv.wikipedia","all-access","2018","01","all-days","TaisnleM-EM-^FM-DM-7a_trijstM-EM-+ris","1010","410"^M
"lv.wikipedia","all-access","2018","01","all-days","Taiga","1008","412"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-*paM-EM-!M-DM-+bas_vM-DM-^Ards","1007","413"^M
"lv.wikipedia","all-access","2018","01","all-days","Vladimirs_Putins","1006","414"^M
"lv.wikipedia","all-access","2018","01","all-days","TrijstM-EM-+ra_augstums","1004","415"^M
"lv.wikipedia","all-access","2018","01","all-days","M-EM-^EM-EM-+tona_likumi","1001","416"^M
"lv.wikipedia","all-access","2018","01","all-days","Saule","1000","417"^M
"lv.wikipedia","all-access","2018","01","all-days","1991._gads_LatvijM-DM-^A","1000","417"^M
"lv.wikipedia","all-access","2018","01","all-days","2017._gads","998","419"^M
"lv.wikipedia","all-access","2018","01","all-days","LatvieM-EM-!u_personvM-DM-^Ardi","998","419"^M
"lv.wikipedia","all-access","2018","01","all-days","Modernisms","997","421"^M
"lv.wikipedia","all-access","2018","01","all-days","UlmaM-EM-^Fa_apvM-DM-^Srsums","996","422"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvija_olimpiskajM-DM-^As_spM-DM-^SlM-DM-^Ss","995","423"^M
"lv.wikipedia","all-access","2018","01","all-days","LikteM-EM-^Fa_lM-DM-+dumnieki","994","424"^M
"lv.wikipedia","all-access","2018","01","all-days","AbsolM-EM-+tisms","994","424"^M
"lv.wikipedia","all-access","2018","01","all-days","Lauris_Reiniks","994","424"^M
"lv.wikipedia","all-access","2018","01","all-days","Funkcija","992","427"^M
"lv.wikipedia","all-access","2018","01","all-days","Ciete","991","428"^M
"lv.wikipedia","all-access","2018","01","all-days","Tauki","989","429"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^ArtiM-EM-^FM-EM-!_Freimanis","987","430"^M
"lv.wikipedia","all-access","2018","01","all-days","OksidM-DM-^SM-EM-!anM-DM-^As-reducM-DM-^SM-EM-!anM-DM-^As_reakcijas","987","430"^M
"lv.wikipedia","all-access","2018","01","all-days","Insults","987","430"^M
"lv.wikipedia","all-access","2018","01","all-days","Lauva","986","433"^M
"lv.wikipedia","all-access","2018","01","all-days","AutoritM-DM-^Arisms","986","433"^M
"lv.wikipedia","all-access","2018","01","all-days","Trojas_karM-EM-!","985","435"^M
"lv.wikipedia","all-access","2018","01","all-days","Ugunskrusts_(zM-DM-+me)","985","435"^M
"lv.wikipedia","all-access","2018","01","all-days","Ebreji","981","437"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:ASV_M-EM-!tati","981","437"^M
"lv.wikipedia","all-access","2018","01","all-days","CilvM-DM-^Sks","979","439"^M
"lv.wikipedia","all-access","2018","01","all-days","LeikocM-DM-+ti","979","439"^M
"lv.wikipedia","all-access","2018","01","all-days","M-EM- izofrM-DM-^Snija","979","439"^M
"lv.wikipedia","all-access","2018","01","all-days","Glikoze","979","439"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_valsts_atzM-DM-+M-EM-!ana_de_iure","977","443"^M
"lv.wikipedia","all-access","2018","01","all-days","Masa","973","444"^M
"lv.wikipedia","all-access","2018","01","all-days","ReliM-DM-#ija","970","445"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_garM-DM-^AkM-DM-^As_upes","969","446"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-+lestM-DM-+ba","968","447"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-^Lehija","967","448"^M
"lv.wikipedia","all-access","2018","01","all-days","PalM-DM-+dzM-DM-+ba:RediM-DM-#M-DM-^SM-EM-!ana,_noformM-DM-^SM-EM-!ana","964","449"^M
"lv.wikipedia","all-access","2018","01","all-days","ZigfrM-DM-+ds_Anna_Meierovics","962","450"^M
"lv.wikipedia","all-access","2018","01","all-days","Meksika","961","451"^M
"lv.wikipedia","all-access","2018","01","all-days","Zenta_MauriM-EM-^Fa","961","451"^M
"lv.wikipedia","all-access","2018","01","all-days","JM-EM-+daisms","961","451"^M
"lv.wikipedia","all-access","2018","01","all-days","Gaismas_lauM-EM-!ana","954","454"^M
"lv.wikipedia","all-access","2018","01","all-days","Muhameds_Ali","954","454"^M
"lv.wikipedia","all-access","2018","01","all-days","GlobM-DM-^AlM-DM-^A_sasilM-EM-!ana","952","456"^M
"lv.wikipedia","all-access","2018","01","all-days","Mjanma","949","457"^M
"lv.wikipedia","all-access","2018","01","all-days","CM-DM-^Ssis","949","457"^M
"lv.wikipedia","all-access","2018","01","all-days","2018._gads_LatvijM-DM-^A","948","459"^M
"lv.wikipedia","all-access","2018","01","all-days","Gads","948","459"^M
"lv.wikipedia","all-access","2018","01","all-days","Acs","947","461"^M
"lv.wikipedia","all-access","2018","01","all-days","SenM-DM-^As_M-DM-^RM-DM-#iptes_mitoloM-DM-#ija","947","461"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_Republikas_Ministru_prezidents","946","463"^M
"lv.wikipedia","all-access","2018","01","all-days","Folklora","944","464"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_ekonomika","941","465"^M
"lv.wikipedia","all-access","2018","01","all-days","Triju_ZvaigM-EM->M-EM-^Fu_ordenis","941","465"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_putnu_sugu_saraksts","940","467"^M
"lv.wikipedia","all-access","2018","01","all-days","Volejbols","940","467"^M
"lv.wikipedia","all-access","2018","01","all-days","LiberM-DM-^Alisms","939","469"^M
"lv.wikipedia","all-access","2018","01","all-days","ElektrM-DM-+ba","937","470"^M
"lv.wikipedia","all-access","2018","01","all-days","DabasgM-DM-^Aze","937","470"^M
"lv.wikipedia","all-access","2018","01","all-days","PM-DM-^Steris_M-DM-^Laikovskis","936","472"^M
"lv.wikipedia","all-access","2018","01","all-days","OperM-DM-^StM-DM-^AjsistM-DM-^Sma","936","472"^M
"lv.wikipedia","all-access","2018","01","all-days","AM-DM-+ds","935","474"^M
"lv.wikipedia","all-access","2018","01","all-days","Gaiss","934","475"^M
"lv.wikipedia","all-access","2018","01","all-days","TitM-DM-^Aniks","934","475"^M
"lv.wikipedia","all-access","2018","01","all-days","Tilpums","934","475"^M
"lv.wikipedia","all-access","2018","01","all-days","Filozofija","933","478"^M
"lv.wikipedia","all-access","2018","01","all-days","Nauda","932","479"^M
"lv.wikipedia","all-access","2018","01","all-days","DzimtbM-EM-+M-EM-!anas_atcelM-EM-!ana_LatvijM-DM-^A","932","479"^M
"lv.wikipedia","all-access","2018","01","all-days","LM-DM-^AM-DM-^MplM-DM-^SM-EM-!a_diena","932","479"^M
"lv.wikipedia","all-access","2018","01","all-days","Zole_(kM-DM-^ArM-EM-!u_spM-DM-^Sle)","932","479"^M
"lv.wikipedia","all-access","2018","01","all-days","Vjetnama","931","483"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_Republikas_proklamM-DM-^SM-EM-!anas_diena","930","484"^M
"lv.wikipedia","all-access","2018","01","all-days","Amerikas_pamatiedzM-DM-+votM-DM-^Aji","930","484"^M
"lv.wikipedia","all-access","2018","01","all-days","Stepe","930","484"^M
"lv.wikipedia","all-access","2018","01","all-days","JM-EM-+rmala","929","487"^M
"lv.wikipedia","all-access","2018","01","all-days","2018._gada_Pasaules_M-DM-^MempionM-DM-^Ats_hokejM-DM-^A","928","488"^M
"lv.wikipedia","all-access","2018","01","all-days","ParM-DM-+ze","925","489"^M
"lv.wikipedia","all-access","2018","01","all-days","M-EM- rilanka","925","489"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_naudas_vM-DM-^Ssture","925","489"^M
"lv.wikipedia","all-access","2018","01","all-days","Mongolija","924","492"^M
"lv.wikipedia","all-access","2018","01","all-days","ApgaismM-DM-+bas_laikmets","923","493"^M
"lv.wikipedia","all-access","2018","01","all-days","UngM-DM-^Arija","922","494"^M
"lv.wikipedia","all-access","2018","01","all-days","Naudas_vM-DM-^Ssture","922","494"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_Satversmes_sapulce","921","496"^M
"lv.wikipedia","all-access","2018","01","all-days","RumM-DM-^Anija","921","496"^M
"lv.wikipedia","all-access","2018","01","all-days","PhjonM-DM-^Mhana","919","498"^M
"lv.wikipedia","all-access","2018","01","all-days","FotosintM-DM-^Sze","919","498"^M
"lv.wikipedia","all-access","2018","01","all-days","Azbests","919","498"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:LatvieM-EM-!u_dziedM-DM-^AtM-DM-^Aji","918","501"^M
"lv.wikipedia","all-access","2018","01","all-days","Tipveida_dzM-DM-+vojamM-DM-^A_apbM-EM-+ve_RM-DM-+gM-DM-^A","917","502"^M
"lv.wikipedia","all-access","2018","01","all-days","Roma","916","503"^M
"lv.wikipedia","all-access","2018","01","all-days","TievM-DM-^A_zarna","915","504"^M
"lv.wikipedia","all-access","2018","01","all-days","JM-DM-^Azeps_VM-DM-+tols","914","505"^M
"lv.wikipedia","all-access","2018","01","all-days","JaunM-DM-^A_strM-DM-^Ava","911","506"^M
"lv.wikipedia","all-access","2018","01","all-days","DolomM-DM-+ts","910","507"^M
"lv.wikipedia","all-access","2018","01","all-days","Vizma_BelM-EM-!evica","910","507"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_nacionM-DM-^Alie_simboli","908","509"^M
"lv.wikipedia","all-access","2018","01","all-days","Salna_pavasarM-DM-+","907","510"^M
"lv.wikipedia","all-access","2018","01","all-days","FilipM-DM-+nas","907","510"^M
"lv.wikipedia","all-access","2018","01","all-days","MaiM-EM-^FstrM-DM-^Ava","906","512"^M
"lv.wikipedia","all-access","2018","01","all-days","Hlors","906","512"^M
"lv.wikipedia","all-access","2018","01","all-days","ItM-DM-^Alijas_pilsM-DM-^Stu_uzskaitM-DM-+jums","905","514"^M
"lv.wikipedia","all-access","2018","01","all-days","Imants_KalniM-EM-^FM-EM-!","905","514"^M
"lv.wikipedia","all-access","2018","01","all-days","Marss_(planM-DM-^Sta)","904","516"^M
"lv.wikipedia","all-access","2018","01","all-days","Dimants","902","517"^M
"lv.wikipedia","all-access","2018","01","all-days","Apvienoto_NM-DM-^Aciju_OrganizM-DM-^Acija","900","518"^M
"lv.wikipedia","all-access","2018","01","all-days","PM-EM-+t,_vM-DM-^SjiM-EM-^Fi_(filma)","899","519"^M
"lv.wikipedia","all-access","2018","01","all-days","Trapece","898","520"^M
"lv.wikipedia","all-access","2018","01","all-days","ReM-DM-^Alisms","896","521"^M
"lv.wikipedia","all-access","2018","01","all-days","RiM-EM-^FM-DM-7is","894","522"^M
"lv.wikipedia","all-access","2018","01","all-days","19._gadsimts","892","523"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-EM-+zika","891","524"^M
"lv.wikipedia","all-access","2018","01","all-days","LatvieM-EM-!u_leM-DM-#ions","891","524"^M
"lv.wikipedia","all-access","2018","01","all-days","Opera","890","526"^M
"lv.wikipedia","all-access","2018","01","all-days","M-EM-^Eujorka","890","526"^M
"lv.wikipedia","all-access","2018","01","all-days","EvolM-EM-+cijas_teorija","889","528"^M
"lv.wikipedia","all-access","2018","01","all-days","Neitrofilie_leikocM-DM-+ti","889","528"^M
"lv.wikipedia","all-access","2018","01","all-days","KuldM-DM-+ga","889","528"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:Latvijas_sportisti","889","528"^M
"lv.wikipedia","all-access","2018","01","all-days","Siltuma_daudzums","884","532"^M
"lv.wikipedia","all-access","2018","01","all-days","IrM-DM-^Ana","884","532"^M
"lv.wikipedia","all-access","2018","01","all-days","Aiste_DirM-EM->iM-EM-+te","884","532"^M
"lv.wikipedia","all-access","2018","01","all-days","Special:Categories","883","535"^M
"lv.wikipedia","all-access","2018","01","all-days","ReformM-DM-^Acija_LivonijM-DM-^A","883","535"^M
"lv.wikipedia","all-access","2018","01","all-days","Marija_Antuanete","882","537"^M
"lv.wikipedia","all-access","2018","01","all-days","IekM-EM-!zemes_kopprodukts","882","537"^M
"lv.wikipedia","all-access","2018","01","all-days","Ziema","879","539"^M
"lv.wikipedia","all-access","2018","01","all-days","VikipM-DM-^Sdija:Atsauces","879","539"^M
"lv.wikipedia","all-access","2018","01","all-days","SkandinM-DM-^Avu_mitoloM-DM-#ija","879","539"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^Ara","879","539"^M
"lv.wikipedia","all-access","2018","01","all-days","Lats","879","539"^M
"lv.wikipedia","all-access","2018","01","all-days","Balti","876","544"^M
"lv.wikipedia","all-access","2018","01","all-days","BaumaM-EM-^Fu_KM-DM-^Arlis","876","544"^M
"lv.wikipedia","all-access","2018","01","all-days","Stikls","874","546"^M
"lv.wikipedia","all-access","2018","01","all-days","NM-DM-+la","874","546"^M
"lv.wikipedia","all-access","2018","01","all-days","ElektrodzinM-DM-^Sjs","874","546"^M
"lv.wikipedia","all-access","2018","01","all-days","Ekonomika","873","549"^M
"lv.wikipedia","all-access","2018","01","all-days","Augi","873","549"^M
"lv.wikipedia","all-access","2018","01","all-days","Dievs","871","551"^M
"lv.wikipedia","all-access","2018","01","all-days","BrieM-EM->u_dzimta","871","551"^M
"lv.wikipedia","all-access","2018","01","all-days","TirgzinM-DM-+ba","870","553"^M
"lv.wikipedia","all-access","2018","01","all-days","AizkuM-EM-^FM-DM-#a_dziedzeris","869","554"^M
"lv.wikipedia","all-access","2018","01","all-days","DezoksiribonukleM-DM-+nskM-DM-^Abe","869","554"^M
"lv.wikipedia","all-access","2018","01","all-days","BruM-EM-^FrupuM-DM-^Mi","869","554"^M
"lv.wikipedia","all-access","2018","01","all-days","MDMA","869","554"^M
"lv.wikipedia","all-access","2018","01","all-days","DzimtbM-EM-+M-EM-!ana","868","558"^M
"lv.wikipedia","all-access","2018","01","all-days","Krievu_alfabM-DM-^Sts","868","558"^M
"lv.wikipedia","all-access","2018","01","all-days","ArmM-DM-^Snija","866","560"^M
"lv.wikipedia","all-access","2018","01","all-days","PrM-DM-^Ata_VM-DM-^Stra","865","561"^M
"lv.wikipedia","all-access","2018","01","all-days","Valstu_karogu_galerija","865","561"^M
"lv.wikipedia","all-access","2018","01","all-days","Monarhija","865","561"^M
"lv.wikipedia","all-access","2018","01","all-days","LiteratM-EM-+ra","864","564"^M
"lv.wikipedia","all-access","2018","01","all-days","Jaunie_laiki","863","565"^M
"lv.wikipedia","all-access","2018","01","all-days","LatM-DM-+M-EM-^Fu_valoda","862","566"^M
"lv.wikipedia","all-access","2018","01","all-days","NaturM-DM-^Als_skaitlis","861","567"^M
"lv.wikipedia","all-access","2018","01","all-days","TemperatM-EM-+ra","861","567"^M
"lv.wikipedia","all-access","2018","01","all-days","Feminisms","860","569"^M
"lv.wikipedia","all-access","2018","01","all-days","Vladimirs_Visockis","860","569"^M
"lv.wikipedia","all-access","2018","01","all-days","Londona","859","571"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:FranM-DM-^Mu_rakstnieki","858","572"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^SrenM-DM-^A_josla","856","573"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_novadu_M-DM-#erboM-EM-^Fi","856","573"^M
"lv.wikipedia","all-access","2018","01","all-days","Tuberkuloze","854","575"^M
"lv.wikipedia","all-access","2018","01","all-days","ZM-DM-+dM-DM-+tM-DM-^Aji","853","576"^M
"lv.wikipedia","all-access","2018","01","all-days","Valsts","853","576"^M
"lv.wikipedia","all-access","2018","01","all-days","Sitamie_instrumenti","852","578"^M
"lv.wikipedia","all-access","2018","01","all-days","SirreM-DM-^Alisms","851","579"^M
"lv.wikipedia","all-access","2018","01","all-days","LielM-DM-^A_zM-DM-+lM-DM-+te","851","579"^M
"lv.wikipedia","all-access","2018","01","all-days","JanvM-DM-^Aris","850","581"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^Aksla","848","582"^M
"lv.wikipedia","all-access","2018","01","all-days","KrM-DM-^Sta","847","583"^M
"lv.wikipedia","all-access","2018","01","all-days","Algoritms","847","583"^M
"lv.wikipedia","all-access","2018","01","all-days","Livonijas_ordenis","846","585"^M
"lv.wikipedia","all-access","2018","01","all-days","Klimats","845","586"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_zivju_sugu_uzskaitM-DM-+jums","845","586"^M
"lv.wikipedia","all-access","2018","01","all-days","Kubikmetrs","844","588"^M
"lv.wikipedia","all-access","2018","01","all-days","KaM-DM-<M-DM-7akmens","843","589"^M
"lv.wikipedia","all-access","2018","01","all-days","SlovM-DM-^Akija","843","589"^M
"lv.wikipedia","all-access","2018","01","all-days","Sigulda","843","589"^M
"lv.wikipedia","all-access","2018","01","all-days","Anna_Brigadere","842","592"^M
"lv.wikipedia","all-access","2018","01","all-days","Kuba","842","592"^M
"lv.wikipedia","all-access","2018","01","all-days","LietvM-DM-^Ards","841","594"^M
"lv.wikipedia","all-access","2018","01","all-days","1949._gada_marta_deportM-DM-^Acijas","841","594"^M
"lv.wikipedia","all-access","2018","01","all-days","Melnkalne","840","596"^M
"lv.wikipedia","all-access","2018","01","all-days","Amonjaks","838","597"^M
"lv.wikipedia","all-access","2018","01","all-days","Alpi","835","598"^M
"lv.wikipedia","all-access","2018","01","all-days","Donalds_Tramps","832","599"^M
"lv.wikipedia","all-access","2018","01","all-days","ElektriskM-DM-^A_pretestM-DM-+ba","832","599"^M
